event_id,device_id,sensor_type,reading,event_time
1673,139,pressure,54.3,2025-11-02 13:08:56
1674,107,pressure,35.13,2025-11-07 12:19:40
1675,138,humidity,54.82,2025-11-04 14:16:29
1676,118,temp,45.93,2025-11-04 17:13:27
1677,126,pressure,66.65,2025-11-04 03:56:01
1678,122,pressure,40.23,2025-11-04 16:38:55
1679,112,pressure,62.34,2025-11-03 05:38:38
1680,130,temp,48.3,2025-11-06 01:28:40
1681,112,pressure,50.91,2025-11-08 22:12:23
1682,134,humidity,32.39,2025-11-03 21:40:21
1683,110,pressure,61.69,2025-11-09 19:35:54
1684,105,humidity,,2025-11-02 13:33:36
1685,130,pressure,56.73,2025-11-09 14:38:26
1686,121,humidity,50.7,2025-11-07 17:44:16
1687,124,temp,38.31,2025-11-06 08:20:57
1688,125,pressure,62.55,2025-11-05 19:49:09
1689,137,humidity,77.88,2025-11-04 20:43:59
1690,114,pressure,76.68,2025-11-05 02:39:52
1691,135,pressure,41.04,2025-11-10 23:10:57
1692,109,humidity,26.8,2025-11-08 02:16:07
1693,113,humidity,54.15,2025-11-07 17:37:11
1694,122,humidity,73.94,2025-11-01 11:52:34
1695,125,pressure,41.25,2025-11-01 15:27:39
1696,119,pressure,52.42,2025-11-02 09:34:40
1697,115,humidity,56.36,2025-11-04 08:34:44
1698,135,humidity,22.76,2025-11-08 06:17:56
1699,116,temp,47.51,2025-11-10 09:47:21
1700,102,humidity,63.96,2025-11-07 18:19:54
1701,123,pressure,42.93,2025-11-08 14:36:41
1702,115,pressure,45.12,2025-11-06 04:07:00
1703,112,humidity,37.4,2025-11-08 04:04:59
1704,113,pressure,43.92,2025-11-06 15:04:24
1705,138,pressure,32.14,2025-11-07 18:30:42
1706,104,humidity,46.4,2025-11-08 09:31:41
1707,119,humidity,55.32,2025-11-04 16:21:21
1708,104,temp,72.84,2025-11-08 21:29:58
1709,114,humidity,55.39,2025-11-01 14:42:21
1710,133,temp,73.12,2025-11-02 12:38:45
1711,100,temp,55.48,2025-11-05 20:46:03
1712,108,pressure,51.38,2025-11-05 09:38:47
1713,104,pressure,15.11,2025-11-02 01:10:45
1714,118,humidity,57.47,2025-11-04 08:47:18
1715,117,temp,47.06,2025-11-07 02:18:25
1716,129,pressure,31.37,2025-11-04 10:39:54
1717,122,pressure,58.07,2025-11-02 23:28:54
1718,128,pressure,54.05,2025-11-10 18:49:52
1719,123,pressure,57.51,2025-11-02 23:31:14
1720,110,temp,64.29,2025-11-03 08:58:47
1721,123,pressure,53.56,2025-11-07 11:05:26
1722,100,humidity,60.49,2025-11-04 12:54:34
1723,123,temp,70.88,2025-11-09 10:21:47
1724,133,temp,56.25,2025-11-01 11:04:32
1725,101,humidity,60.2,2025-11-03 10:53:19
1726,139,temp,45.64,2025-11-06 21:53:17
1727,127,pressure,30.51,2025-11-08 20:50:00
1728,134,pressure,55.0,2025-11-10 16:36:29
1729,131,temp,62.97,2025-11-08 14:07:47
1730,115,pressure,37.01,2025-11-01 06:33:57
1731,106,pressure,49.74,2025-11-03 16:02:45
1732,131,pressure,31.04,2025-11-03 22:32:46
1733,112,temp,52.94,2025-11-07 02:33:49
1734,105,humidity,34.75,2025-11-10 09:45:50
1735,116,temp,16.99,2025-11-10 20:19:33
1736,101,pressure,34.37,2025-11-06 05:10:19
1737,138,temp,33.55,2025-11-05 15:02:01
1738,115,temp,77.8,2025-11-06 14:02:03
1739,131,humidity,60.78,2025-11-08 18:10:05
1740,114,humidity,46.11,2025-11-08 18:46:45
1741,115,humidity,54.8,2025-11-03 17:10:57
1742,110,humidity,58.31,2025-11-03 10:52:16
1743,109,humidity,45.58,2025-11-07 09:01:59
1744,111,humidity,33.68,2025-11-02 16:54:22
1745,104,temp,47.76,2025-11-01 07:09:18
1746,136,temp,55.48,2025-11-02 06:00:10
1747,107,pressure,68.26,2025-11-03 03:15:14
1748,119,temp,13.36,2025-11-09 02:11:36
1749,135,temp,14.63,2025-11-09 09:45:11
1750,110,temp,65.24,2025-11-01 12:15:40
1751,118,pressure,24.17,2025-11-01 18:20:16
1752,112,pressure,54.21,2025-11-07 10:44:34
1753,113,temp,48.18,2025-11-10 11:48:24
1754,122,humidity,48.3,2025-11-08 05:35:29
1755,120,pressure,37.84,2025-11-10 05:42:19
1756,123,temp,82.61,2025-11-04 20:19:10
1757,124,pressure,41.89,2025-11-05 19:45:12
1758,100,humidity,41.6,2025-11-01 07:26:29
1759,120,pressure,33.02,2025-11-03 17:20:43
1760,116,pressure,68.44,2025-11-09 06:36:35
1761,101,humidity,41.92,2025-11-03 17:12:28
1762,121,humidity,22.51,2025-11-10 01:48:11
1763,126,pressure,51.08,2025-11-07 00:47:04
1764,121,humidity,42.19,2025-11-06 03:58:11
1765,102,pressure,49.12,2025-11-09 06:17:16
1766,118,pressure,70.18,2025-11-08 06:11:56
1767,109,pressure,58.49,2025-11-02 17:18:33
1768,114,temp,60.91,2025-11-07 16:08:04
1769,105,humidity,50.69,2025-11-07 09:09:39
1770,139,temp,51.18,2025-11-06 19:47:53
1771,107,humidity,43.03,2025-11-10 01:56:24
1772,103,temp,61.62,2025-11-01 19:43:46
1773,135,humidity,30.62,2025-11-08 03:36:02
1774,112,temp,48.09,2025-11-05 16:33:01
1775,111,pressure,49.29,2025-11-08 08:10:34
1776,134,humidity,47.29,2025-11-04 14:40:27
1777,111,humidity,53.14,2025-11-01 12:32:27
1778,132,pressure,55.48,2025-11-09 15:32:58
1779,126,humidity,42.47,2025-11-03 01:06:55
1780,124,pressure,33.67,2025-11-07 01:21:59
1781,139,temp,61.96,2025-11-10 01:54:53
1782,101,temp,45.93,2025-11-05 02:03:57
1783,139,humidity,66.48,2025-11-08 12:05:05
1784,130,humidity,55.05,2025-10-25 08:34:55
1785,104,pressure,62.44,2025-11-02 10:27:27
1786,102,pressure,34.72,2025-11-10 04:32:33
1787,113,pressure,66.4,2025-11-08 03:14:28
1788,109,humidity,59.66,2025-11-06 02:37:22
1789,110,temp,43.1,2025-11-01 19:45:01
1790,130,pressure,40.82,2025-11-01 08:49:10
1791,109,temp,40.93,2025-11-08 16:10:31
1792,106,temp,40.89,2025-11-09 20:26:48
1793,126,temp,45.73,2025-11-02 04:27:19
1794,115,temp,40.58,2025-11-04 03:08:01
1795,106,pressure,34.65,2025-11-09 08:46:49
1796,108,humidity,85.85,2025-11-10 08:02:12
1797,101,temp,64.55,2025-11-01 16:50:47
1798,126,humidity,34.33,2025-11-05 16:14:59
1799,111,humidity,61.63,2025-11-09 00:40:59
1800,107,humidity,43.66,2025-11-10 07:07:07
1801,134,humidity,60.63,2025-11-06 16:41:15
1802,117,temp,59.48,2025-11-05 15:28:08
1803,109,humidity,58.95,2025-11-09 14:16:27
1804,110,humidity,43.01,2025-11-02 22:02:50
1805,138,temp,45.81,2025-11-06 16:25:54
1806,107,pressure,47.47,2025-11-09 05:05:45
1807,122,humidity,18.5,2025-11-08 18:14:58
1808,101,humidity,62.21,2025-11-03 04:07:29
1809,125,temp,47.64,2025-11-06 11:06:29
1810,105,humidity,65.19,2025-11-06 13:11:33
1811,139,pressure,54.93,2025-11-05 19:30:30
1812,127,temp,58.01,2025-11-06 05:03:26
1813,130,temp,33.49,2025-11-10 05:09:01
1814,110,humidity,37.91,2025-11-04 01:31:30
1815,124,humidity,40.2,2025-11-07 02:08:34
1816,106,temp,26.29,2025-11-08 05:29:59
1817,130,pressure,43.11,2025-11-06 00:38:03
1818,122,pressure,31.26,2025-11-03 23:42:52
1819,138,pressure,29.05,2025-11-06 09:35:56
1820,120,humidity,29.08,2025-11-05 07:28:33
1821,133,humidity,35.93,2025-11-08 09:13:28
1822,109,temp,49.54,2025-11-02 07:33:20
1823,105,pressure,52.76,2025-11-02 05:05:40
1824,124,humidity,19.59,2025-11-10 18:00:18
1825,109,humidity,43.71,2025-11-03 06:20:19
1826,111,humidity,37.93,2025-11-07 14:36:26
1827,117,humidity,38.89,2025-11-10 22:00:12
1828,124,temp,40.4,2025-11-06 11:36:32
1829,113,pressure,49.36,2025-11-09 05:29:21
1830,139,humidity,46.94,2025-11-08 09:08:01
1831,126,humidity,42.53,2025-11-09 03:44:57
1832,139,temp,44.07,2025-11-05 13:30:48
1833,100,temp,47.79,2025-11-06 11:11:25
1834,127,humidity,60.96,2025-11-04 04:16:33
1835,104,humidity,52.25,2025-11-07 02:19:52
1836,100,pressure,56.36,2025-11-04 20:32:28
1837,101,humidity,49.6,2025-11-04 20:04:25
1838,127,temp,60.13,2025-11-05 15:52:58
1839,122,humidity,56.07,2025-11-07 19:34:07
1840,108,temp,45.28,2025-11-05 16:25:48
1841,128,pressure,53.37,2025-11-04 18:34:10
1842,124,temp,52.4,2025-11-03 09:08:22
1843,113,temp,71.06,2025-11-03 17:43:09
1844,137,temp,47.38,2025-11-02 19:12:14
1845,139,temp,59.72,2025-11-07 12:18:47
1846,124,humidity,30.18,2025-11-05 11:06:21
1847,137,temp,36.47,2025-11-07 13:58:52
1848,124,humidity,42.29,2025-11-07 15:29:56
1849,106,humidity,78.52,2025-11-04 03:00:49
1850,100,pressure,57.82,2025-11-04 10:26:20
1851,136,pressure,55.48,2025-11-04 11:20:13
1852,115,pressure,22.33,2025-11-10 17:17:54
1853,101,humidity,30.15,2025-11-06 01:55:01
1854,124,pressure,54.74,2025-11-02 14:09:05
1855,128,humidity,88.76,2025-11-10 01:45:17
1856,108,humidity,61.67,2025-11-07 04:26:21
1857,101,temp,33.11,2025-11-04 03:46:31
1858,108,temp,37.34,2025-11-03 11:00:30
1859,131,pressure,46.83,2025-11-07 11:49:50
1860,120,humidity,45.75,2025-11-05 20:00:01
1861,130,temp,67.54,2025-11-01 04:26:19
1862,103,temp,46.97,2025-11-02 11:27:45
1863,116,humidity,31.97,2025-11-03 06:39:12
1864,137,temp,58.16,2025-11-02 03:32:07
1865,138,temp,66.31,2025-11-08 08:11:59
1866,130,pressure,57.81,2025-11-06 13:11:47
1867,137,humidity,58.4,2025-11-09 17:25:12
1868,120,temp,47.98,2025-11-02 15:47:38
1869,123,humidity,57.26,2025-11-08 03:05:43
1870,131,temp,32.39,2025-11-01 16:44:19
1871,119,humidity,23.13,2025-11-08 15:10:27
1872,100,humidity,77.9,2025-11-01 18:44:24
1873,117,humidity,48.03,2025-11-03 12:46:07
1874,105,humidity,57.8,2025-11-02 10:21:32
1875,112,temp,40.13,2025-11-04 09:18:48
1876,118,humidity,80.55,2025-11-01 15:00:56
1877,100,temp,42.77,2025-11-02 00:32:49
1878,128,humidity,57.38,2025-11-05 14:32:39
1879,136,pressure,35.45,2025-11-10 17:07:53
1880,130,pressure,43.7,2025-11-05 10:03:27
1881,139,humidity,74.03,2025-11-06 02:26:13
1882,117,pressure,34.27,2025-11-06 11:26:39
1883,137,humidity,80.17,2025-11-06 05:20:28
1884,104,humidity,66.54,2025-11-09 18:57:35
1885,111,temp,33.88,2025-11-03 09:43:22
1886,132,humidity,62.3,2025-11-08 02:41:10
1887,116,pressure,64.39,2025-11-06 15:34:04
1888,126,temp,52.56,2025-11-04 05:54:19
1889,105,pressure,65.65,2025-11-04 06:00:38
1890,123,humidity,27.63,2025-11-06 08:24:42
1891,138,humidity,46.31,2025-11-05 08:58:57
1892,103,pressure,35.93,2025-11-03 20:20:51
1893,120,humidity,58.88,2025-11-06 01:22:46
1894,119,temp,55.95,2025-11-08 21:21:51
1895,135,humidity,42.53,2025-11-08 01:40:59
1896,116,temp,41.15,2025-11-04 07:07:26
1897,131,pressure,46.92,2025-11-01 03:48:04
1898,107,humidity,42.42,2025-11-01 19:48:49
1899,132,pressure,23.76,2025-11-09 18:12:57
1900,133,humidity,33.85,2025-11-07 00:08:54
1901,127,humidity,55.96,2025-11-06 21:44:00
1902,123,temp,46.9,2025-11-06 23:34:03
1903,108,pressure,60.42,2025-11-10 08:27:51
1904,102,humidity,44.95,2025-11-08 10:26:15
1905,109,humidity,67.44,2025-11-03 07:17:38
1906,119,temp,44.39,2025-11-01 01:08:13
1907,139,temp,47.4,2025-11-06 00:12:40
1908,101,humidity,70.55,2025-11-08 10:16:21
1909,137,pressure,34.65,2025-11-10 04:06:14
1910,123,temp,60.11,2025-11-09 13:48:37
1911,124,temp,70.44,2025-11-04 05:48:03
1912,101,humidity,45.65,2025-11-08 15:09:43
1913,104,pressure,54.74,2025-11-08 12:55:24
1914,109,humidity,56.16,2025-11-10 04:12:47
1915,111,temp,55.92,2025-11-10 02:43:12
1916,124,humidity,77.32,2025-11-08 04:41:03
1917,108,pressure,55.01,2025-11-08 01:12:21
1918,122,pressure,63.8,2025-11-05 21:14:03
1919,126,temp,41.56,2025-11-07 04:46:30
1920,139,humidity,31.25,2025-11-08 15:38:47
1921,121,pressure,51.59,2025-11-08 06:43:59
1922,128,humidity,,2025-11-04 08:18:51
1923,117,humidity,71.14,2025-11-10 02:54:36
1924,119,temp,59.22,2025-11-04 18:00:52
1925,119,humidity,51.7,2025-11-05 08:02:54
1926,124,humidity,62.38,2025-11-07 09:14:04
1927,135,temp,61.66,2025-11-06 12:13:10
1928,108,temp,67.95,2025-11-03 14:20:43
1929,114,pressure,59.87,2025-11-02 09:05:06
1930,122,pressure,60.35,2025-11-09 10:07:45
1931,134,pressure,80.5,2025-11-06 12:16:21
1932,122,humidity,55.63,2025-11-08 08:05:58
1933,132,temp,52.17,2025-11-05 16:04:08
1934,102,temp,44.36,2025-11-07 13:44:11
1935,134,temp,3.07,2025-11-10 01:34:01
1936,110,humidity,37.98,2025-11-04 03:20:29
1937,111,humidity,48.04,2025-11-08 03:25:10
1938,119,humidity,38.48,2025-11-04 13:58:37
1939,113,pressure,46.6,2025-11-02 19:41:00
1940,139,temp,49.76,2025-11-10 04:43:27
1941,131,pressure,13.28,2025-11-07 19:04:31
1942,122,temp,48.94,2025-11-07 17:45:30
1943,128,pressure,55.39,2025-11-03 19:58:01
1944,130,pressure,53.53,2025-11-08 16:29:26
1945,124,temp,46.92,2025-11-05 23:54:13
1946,118,temp,27.46,2025-11-03 17:04:50
1947,113,pressure,43.39,2025-11-06 15:03:30
1948,121,pressure,73.3,2025-11-09 18:28:05
1949,138,temp,64.41,2025-11-02 10:10:37
1950,138,humidity,60.01,2025-11-08 12:13:58
1951,114,temp,53.86,2025-11-09 09:21:22
1952,113,pressure,40.72,2025-11-10 15:58:12
1953,127,pressure,75.86,2025-11-09 08:45:35
1954,124,humidity,25.65,2025-11-01 23:15:39
1955,123,temp,60.58,2025-11-05 12:28:29
1956,126,temp,38.31,2025-11-01 13:10:34
1957,133,temp,22.0,2025-11-05 16:32:39
1958,114,pressure,44.11,2025-11-01 11:38:03
1959,135,temp,30.63,2025-11-03 12:15:17
1960,139,pressure,78.68,2025-11-02 12:05:59
1961,134,humidity,18.28,2025-11-06 22:22:25
1962,110,pressure,34.73,2025-11-10 18:34:03
1963,113,temp,42.99,2025-11-08 19:03:40
1964,118,pressure,41.96,2025-11-09 06:39:38
1965,103,temp,43.52,2025-11-07 13:43:18
1966,124,humidity,70.17,2025-11-01 20:30:22
1967,139,pressure,44.81,2025-11-10 22:52:34
1968,126,humidity,66.22,2025-11-03 13:19:56
1969,129,humidity,70.55,2025-11-07 17:48:51
1970,102,temp,50.73,2025-11-01 01:02:25
1971,125,humidity,45.3,2025-11-08 18:01:10
1972,110,pressure,56.37,2025-11-10 23:57:03
1973,126,humidity,47.26,2025-11-05 15:52:17
1974,102,pressure,56.54,2025-11-08 21:42:26
1975,118,temp,32.6,2025-11-08 19:01:38
1976,111,pressure,49.01,2025-11-10 01:09:12
1977,121,humidity,55.19,2025-11-03 07:05:18
1978,105,humidity,38.53,2025-11-03 07:53:48
1979,136,pressure,45.56,2025-11-04 11:36:05
1980,139,pressure,44.25,2025-11-06 11:10:08
1981,110,temp,15.61,2025-11-07 10:10:11
1982,123,temp,58.28,2025-11-06 12:11:27
1983,104,temp,74.68,2025-11-05 17:13:38
1984,107,pressure,63.29,2025-11-01 03:34:17
1985,109,pressure,68.16,2025-11-10 09:20:43
1986,111,humidity,76.7,2025-11-05 12:13:12
1987,112,temp,60.12,2025-11-07 06:54:57
1988,120,humidity,30.34,2025-11-06 20:59:48
1989,100,temp,70.99,2025-11-05 07:29:46
1990,137,pressure,68.19,2025-11-07 06:00:41
1991,123,humidity,54.36,2025-11-04 13:52:54
1992,136,pressure,42.95,2025-11-08 00:03:47
1993,130,temp,59.58,2025-11-01 15:06:21
1994,119,temp,61.65,2025-11-09 14:56:28
1995,122,temp,55.79,2025-11-01 23:33:00
1996,108,pressure,48.81,2025-11-05 11:07:25
1997,116,temp,33.15,2025-11-01 15:59:16
1998,121,humidity,53.56,2025-11-05 22:36:52
1999,124,pressure,34.72,2025-11-05 19:32:09
2000,134,temp,60.35,2025-11-01 14:02:06
